"node_id","inn","name","note","type","type_description","address","latitude","longitude","is_contracted","is_built","plan_2022","node_distance","cost"
"УС05","1300050357","АДМИНИСТРАЦИЯ ГЛАВЫ РМ (Депутат Ком 33/3 - 605)","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1325126625","МИНЗДРАВ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","нет","да","","0","0"
"УС05","1325127820","МИНСТРОЙ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1325127837","МИНЖИЛКОМХОЗ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1325128750","МБУДО ""ДМШ № 1""","","ПВ ОМСУ","Школы","г. Саранск Ул. Л.ТОЛСТОГО 13","54.18298","45.185367","нет","нет","","100","25000"
"УС05","1326022795","ГБУК ""ГОСУДАРСТВЕННЫЙ МУЗЫКАЛЬНЫЙ ТЕАТР ИМ.И.М.ЯУШЕВА РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 36","54.186068","45.180138","нет","нет","да","100","25000"
"УС05","1326024721","ГУ-Ро Фонда Социального Страхования Российской Федерации по Республике Мордовия","","Прочее","","г. Саранск Пр. ЛЕНИНА 12А","54.186026","45.186939","да","нет","","100","25000"
"УС05","1326028934","МОУ ""ЛИЦЕЙ №43""","","ПВ ОМСУ","Школы","г. Саранск Ул. ПРОЛЕТАРСКАЯ 101а","54.191674","45.179213","нет","нет","","330","82500"
"УС05","1326031020","Мордовиястат","","Прочее","","г. Саранск Ул. ВАСЕНКО 7В","54.195192","45.179608","нет","да","да","0","0"
"УС05","1326047197","МИНОБРАЗОВАНИЕ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/2","54.184893","45.186301","да","да","","0","0"
"УС05","1326049116","Гострудинспекция в Республике Мордовия","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/2","54.184893","45.186301","да","да","","0","0"
"УС05","1326049130","ГБУК ""МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ ДЕТСКАЯ БИБЛИОТЕКА""","","ПВ ОГВ","Прочее","г. Саранск Ул. БОЛЬШЕВИСТСКАЯ 39","54.185784","45.182986","нет","нет","","100","25000"
"УС05","1326134450","ГОСУКС РМ","","ПВ ОГВ","Прочее","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326137080","МОУ ""СРЕДНЯЯ ШКОЛА № 39""","","ПВ ОМСУ","Школы","г. Саранск Ул. ВОЛОДАРСКОГО 5","54.182259","45.190649","нет","нет","","100","25000"
"УС05","1326137154","МОУ ""ГИМНАЗИЯ № 12""","","ПВ ОМСУ","Школы","г. Саранск Пр. ЛЕНИНА 11","54.185262","45.188933","нет","нет","","210","52500"
"УС05","1326137309","МИНСПОРТ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326138535","Мордовская Республиканская Общественная Организация Всероссийской Организации Ветеранов","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326141143","ГБПОУ РМ ""САРАНСКОЕ ХУДОЖЕСТВЕННОЕ УЧИЛИЩЕ ИМЕНИ Ф.В.СЫЧКОВА""","","ПВ ОГВ","Прочее","г. Саранск Ул. ВАСЕНКО 3","54.194955","45.185915","нет","нет","","260","65000"
"УС05","1326141577","ГБУ ""МОРДОВСКИЙ РЕСПУБЛИКАНСКИЙ МОЛОДЕЖНЫЙ ЦЕНТР""","","ПВ ОГВ","Прочее","г. Саранск Ул. БОЛЬШЕВИСТСКАЯ 33","54.185193","45.182905","нет","нет","","130","32500"
"УС05","1326145370","ГБУ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""МОРДОВСКАЯ РЕСПУБЛИКАНСКАЯ ДЕТСКАЯ ХОРЕОГРАФИЧЕСКАЯ ШКОЛА""","","ПВ ОГВ","Прочее","г. Саранск Ул. Л.ТОЛСТОГО 19","54.183729","45.185438","нет","нет","","140","35000"
"УС05","1326145388","ГБУК ""НАЦИОНАЛЬНАЯ БИБЛИОТЕКА ИМЕНИ А.С.ПУШКИНА РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 26","54.185773","45.183956","нет","да","да","0","0"
"УС05","1326148340","ГКУК РМ ""МРСБС""","","ПВ ОГВ","Прочее","г. Саранск Ул. РАБОЧАЯ 36","54.185610","45.192921","нет","нет","","500","125000"
"УС05","1326176428","МАДОУ ""ДЕТСКИЙ САД №112""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ВОЛОДАРСКОГО 37","54.18513","45.191403","нет","нет","","150","37500"
"УС05","1326176435","МДОУ ""ДЕТСКИЙ САД №29""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ПРОЛЕТАРСКАЯ 40А","54.183428","45.175431","нет","нет","","380","95000"
"УС05","1326184034","МБУДО ""ДМШ № 2""","","ПВ ОМСУ","Школы","г. Саранск Ул. ВАСЕНКО 3","54.194955","45.185915","нет","нет","","650","162500"
"УС05","1326189297","ГАУ ""ТЕАТР ПЕСНИ ""РОСИЧИ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 26","54.185773","45.183956","нет","да","","0","0"
"УС05","1326194152","АУ ""ДЖАЗОВЫЙ ОРКЕСТР ""БИГ-БЕНД ""САРАНСК""","","ПВ ОГВ","Прочее","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","нет","да","да","0","0"
"УС05","1326194466","МИНЮСТ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/2","54.184893","45.186301","да","да","да","0","0"
"УС05","1326196456","ГКУ ""ЦБУМКРМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 26","54.185773","45.183956","да","да","","0","0"
"УС05","1326198365","НА""ПОВОЛЖСКИЙ ЦКФУН"" ","","Прочее","","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 26","54.185773","45.183956","да","да","","0","0"
"УС05","1326198598","Ассоциация ""СМО РМ""","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/2","54.184893","45.186301","да","да","","0","0"
"УС05","1326199584","МИНКУЛЬТНАЦ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326200624","АППАРАТ УПОЛНОМОЧЕННОГО ПО ПРАВАМ ЧЕЛОВЕКА В РЕСПУБЛИКЕ МОРДОВИЯ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326205661","МИНПРОМНАУКИ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/2","54.184893","45.186301","да","да","","0","0"
"УС05","1326208542","ГКУ ""УПРДОР РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326211383","КУ Г.О. САРАНСК ""ГОРКАПСТРОЙЗАКАЗЧИК""","","ПВ ОМСУ","Прочее","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 14","54.183233","45.191888","нет","нет","да","250","62500"
"УС05","1326214602","ГБУ РМ ""ЦЕНТР ОЦЕНКИ КАЧЕСТВА ОБРАЗОВАНИЯ - ""ПЕРСПЕКТИВА""","","ПВ ОГВ","Прочее","г. Саранск Ул. ФЕДОСЕЕНКО 19","54.193818","45.176536","нет","нет","","200","50000"
"УС05","1326221952","МИНЦИФРЫ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326227834","ГБУ ""ТУРИСТСКО-ИНФОРМАЦИОННЫЙ ЦЕНТР РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 26","54.185773","45.183956","нет","да","да","0","0"
"УС05","1326233531","ГКУ РМ ""УПРАВЛЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ЖКК РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1326233740","ГКУ РМ ""СЛУЖБА ЗАКАЗЧИКА”","","ПВ ОГВ","Прочее","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","нет","да","","0","0"
"УС05","1326233740","ГКУ РМ ""СЛУЖБА ЗАКАЗЧИКА” (112-Глонасс Саранск)","VLAN РТК","ПВ ОГВ","Прочее","г. Саранск Ул. БОЛЬШЕВИСТСКАЯ 27","54.183602","45.182887","да","нет","","0","0"
"УС05","1326250576","РСТ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/2","54.184893","45.186301","да","да","","0","0"
"УС05","1326251202","ГКУ ""АППАРАТ ОБЩЕСТВЕННОЙ ПАЛАТЫ РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. Б.ХМЕЛЬНИЦКОГО 26","54.185773","45.183956","да","да","","0","0"
"УС05","1326255302","ГКУ РМ ""ЦЕНТР КОМПЕТЕНЦИЙ В СФЕРЕ ЖКХ И ЭНЕРГЕТИКИ""","","ПВ ОГВ","Прочее","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/3","54.185325","45.185627","да","да","","0","0"
"УС05","1327012704","ООО ""Центр Стоматологии""","","Прочее","","г. Саранск Ул. ВАСЕНКО 13","54.195219","45.167742","нет","да","да","0","0"
"УС05","5260107770","Межрегиональное Управление Росприроднадзора по Нижегородской области и Республике Мордовия","","Прочее","","г. Саранск Пр. ЛЕНИНА 14","54.186869","45.187379","да","нет","","100","25000"
"УС05","5260354434","Представительство МИД России в Г.Нижнем Новгороде","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/2","54.184893","45.186301","да","да","","0","0"
"УС07","1325050006","Управление Федеральной налоговой службы по Республике Мордовия","","Прочее","","г. Саранск Ул. МОСКОВСКАЯ 3/1","54.179761","45.185097","нет","да","да","0","0"
"УС09","1325026620","ОПФР по Республике Мордовия","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 52","54.184003","45.179069","да","нет","","100","25000"
"УС09","1326134322","МИНСЕЛЬХОЗПРОД РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","да","да","","0","0"
"УС09","1326184348","АКФХ РМ ""Нива""","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","нет","да","да","0","0"
"УС09","1326186338","ООО ""Энергснаб""","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","нет","да","да","0","0"
"УС09","1326194787","МИНЛЕСХОЗ РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","да","да","","0","0"
"УС09","1326211305","МТУ Росимущества в Республике Мордовия, Республике Марий Эл, Чувашской Республике и Пензенской области","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","нет","да","да","0","0"
"УС09","1326215613","АО ""Мордовавтодор""","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","нет","да","да","0","0"
"УС09","1326224216","Управление Россельхознадзора по Республике Мордовия и Пензенской области","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","нет","да","да","0","0"
"УС09","1326225410","ГАУ РМ “МФЦ""","","ПВ ОГВ","Прочее","г. Саранск Ул. БОЛЬШЕВИСТСКАЯ 31","54.183971","45.182779","да","нет","","390","97500"
"УС09","1326232143","АССОЦИАЦИЯ МЕДИАТОРОВ РЕСПУБЛИКИ МОРДОВИЯ","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","нет","да","да","0","0"
"УС09","1326961234","РОР ""Агропромобъединение Республики Мордовия""","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 50","54.184013","45.180390","нет","да","да","0","0"
"УС09","5902202276","АО ЭР ТЕЛЕКОМ ХОЛДИНГ","","Прочее","","г. Саранск Ул. БОЛЬШЕВИСТСКАЯ 30","54.183033","45.180893","да","да","","0","0"
"УС10","1326136577","МВД по Республике Мордовия","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 75","54.185078","45.173787","нет","да","","0","0"
"УС10","1326175167","ГАУ РМ ""РСТЦ ""СТАРТ""","","ПВ ОГВ","Спорт","г. Саранск Ул. ВОЛГОГРАДСКАЯ 1","54.182554","45.203710","да","да","","0","0"
"УС10","1326233740","ГКУ РМ ""СЛУЖБА ЗАКАЗЧИКА” (112-МВД по го Саранск)","VLAN МВД","ПВ ОГВ","Прочее","г. Саранск Ул. КОЧКУРОВСКАЯ 1","54.178949","45.210115","да","нет","","0","0"
"УС10","132709760286","ИП Мухин Игорь Александрович","","Прочее","","г. Саранск Ул. ВОЛГОГРАДСКАЯ 1","54.182554","45.203710","да","да","","0","0"
"УС10","132810471099","ИП Кирдяшова Ольга Викторовна","","Прочее","","г. Саранск Ул. ВОЛГОГРАДСКАЯ 1","54.182554","45.203710","да","да","","0","0"
"УС10","132810773043","ИП Марычев Родион Михайлович","","Прочее","","г. Саранск Ул. ВОЛГОГРАДСКАЯ 1","54.182554","45.203710","да","да","","0","0"
"УС11","1326136577","МВД по Республике Мордовия (Управление ГИБДД по РМ)","","Прочее","","г. Саранск Ул. СТРОИТЕЛЬНАЯ 6","54.204462","45.167535","нет","да","","0","0"
"УС11","1326137563","ГБУ РМ ""СПОРТИВНО-АДАПТИВНАЯ ШКОЛА Е.В.ШВЕЦОВА СУРДЛИМПИЙСКОГО И ПАРАЛИМПИЙСКОГО РЕЗЕРВА""","","ПВ ОГВ","Спорт","г. Саранск Ул. СТРОИТЕЛЬНАЯ 13","54.206305","45.156324","да","нет","","950","237500"
"УС11","1326148710","ГБУ РМ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ПО ВЕЛОСПОРТУ""","","ПВ ОГВ","Спорт","г. Саранск Ул. СТРОИТЕЛЬНАЯ 13А","54.208085","45.156567","нет","нет","","350","87500"
"УС11","1327013722","ГБУ РМ ""СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА ""АКАДЕМИЯ И.ВИНЕР ПО ХУДОЖЕСТВЕННОЙ ГИМНАСТИКЕ""","","ПВ ОГВ","Спорт","г. Саранск Ул. СТРОИТЕЛЬНАЯ 13","54.206305","45.156324","да","нет","","950","237500"
"УС11","1327157820","АУ РМ ""СК ""МОРДОВИЯ""","","ПВ ОГВ","Спорт","г. Саранск Ул. СТРОИТЕЛЬНАЯ 13","54.206305","45.156324","да","нет","","950","237500"
"УС12","1300050318","МИНФИН РМ","","ОГВ","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/1","54.184835","45.187091","да","да","","0","0"
"УС12","1326135326","УФК по Республике Мордовия","","Прочее","","г. Саранск Ул. КОММУНИСТИЧЕСКАЯ 33/1","54.184835","45.187091","нет","да","да","0","0"
"УС13","1326004588","ГУП РМ ""ГАЗЕТНО-ЖУРНАЛЬНОЕ ИЗДАТЕЛЬСТВО""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326029060","Общественная организация «Союз писателей Республики Мордовия»","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326033469","РОО ""Союз Журналистов РМ""","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326034776","ГБУ РМ ""РЕДАКЦИЯ ЖУРНАЛА ""ЧИЛИСЕМА"" (""ВОСХОД"")","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326134509","ИФНС России по Ленинскому району Г. Саранска","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 7","54.180541","45.196101","нет","нет","да","250","62500"
"УС13","1326135453","ГБУ РМ ""РЕДАКЦИЯ ЖУРНАЛА ""СЯТКО""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326135990","ГБУ РМ ""ЖУРНАЛЫ ""МОКША"" И ""ЯКСТЕРЬ ТЯШТЕНЯ""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326136880","АВТОНОМНОЕ УЧРЕЖДЕНИЕ ""ИЗВЕСТИЯ МОРДОВИИ""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","нет","да","да","0","0"
"УС13","1326136961","ГБУ РМ ""РЕДАКЦИЯ ГАЗЕТЫ ""ЭРЗЯНЬ ПРАВДА""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326136979","ГБУ РМ ""РЕДАКЦИЯ ГАЗЕТЫ ""МОКШЕНЬ ПРАВДА""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326193173","ГБУ РМ ""РЕДАКЦИЯ ГАЗЕТЫ ""ЮЛДАШ"" (""СПУТНИК"")","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326226559","ГБУ ПО ОКАЗАНИЮ ГОСУДАРСТВЕННЫХ УСЛУГ В СФЕРЕ СРЕДСТВ МАССОВОЙ ИНФОРМАЦИИ ""ПРЕСС-ЦЕНТР РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326236596","АНО ""Региональный центр судебных экспертиз""","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326253947","ООО «ЮК «Прозащита»","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1326256955","ООО ТЕХНО ТАЙМ","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1328017864","ООО «ГЕОГАРАНТ»","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1328043060","ГБУ РМ ""РЕДАКЦИЯ МОЛОДЕЖНОГО ЖУРНАЛА ""СТРАННИК""","","ПВ ОГВ","Прочее","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","1328160695","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №5” (поликлиническое отделение №3)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. РОССИЙСКОЙ АРМИИ 5","54.181358","45.213169","нет","нет","","700","175000"
"УС13","9701126826","ООО «Эксперт»","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","132802596930","ИП Ошкова Олеся Юрьевна","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС13","323305393306","ИП ДУДКО АРТЕМ ВЛАДИМИРОВИЧ","","Прочее","","г. Саранск Ул. СОВЕТСКАЯ 22","54.180024","45.193541","да","да","","0","0"
"УС14","1326251555","АО ""РАЗВИТИЕ СЕЛА""","","ПВ ОГВ","Прочее","г. Саранск Ул. МОСКОВСКАЯ 1","54.180109","45.185798","нет","да","да","0","0"
"УС15","1325126760","ФКУ Военный Комиссариат Республики Мордовия","","Прочее","","г. Саранск Ул. РЕСПУБЛИКАНСКАЯ 43","54.172483","45.186004","нет","нет","да","200","50000"
"УС15","1326137370","МОУ ""СРЕДНЯЯ ШКОЛА № 9""","","ПВ ОМСУ","Школы","г. Саранск Ул. МОСКОВСКАЯ 68","54.171925","45.188574","нет","нет","","100","25000"
"УС15","1326137901","ГБПОУ РМ ""САРАНСКИЙ ТЕХНИКУМ ПИЩЕВОЙ И ПЕРЕРАБАТЫВАЮЩЕЙ ПРОМЫШЛЕННОСТИ""","","ПВ ОГВ","Прочее","г. Саранск Ул. А.НЕВСКОГО 57","54.170354","45.174506","нет","нет","","600","150000"
"УС15","1326175167","ГАУ РМ ""РСТЦ ""СТАРТ""","","ПВ ОГВ","Спорт","г. Саранск Ул. МОСКОВСКАЯ 12","54.176346","45.190963","да","нет","","100","25000"
"УС15","1326184228","ГАУ РМ ""СШОРТ ШАМИЛЯ ТАРПИЩЕВА""","","ПВ ОГВ","Спорт","г. Саранск Ул. ГРУЗИНСКАЯ  25А","54.174628","45.173931","да","нет","","800","200000"
"УС15","1326193906","ГКАУ ""ЦГА РМ""","","ПВ ОГВ","Прочее","г. Саранск Ул. МОСКОВСКАЯ 31","54.171534","45.186642","да","да","","0","0"
"УС15","1326199584","МИНКУЛЬТНАЦ РМ","","ОГВ","","г. Саранск Ул. МОСКОВСКАЯ 31","54.171534","45.186642","да","да","","0","0"
"УС15","1326213983","ГБУ РМ ""АВТОБАЗА № 13""","","ПВ ОГВ","Прочее","г. Саранск Ул. РЕСПУБЛИКАНСКАЯ 35","54.173674","45.191628","нет","нет","","570","142500"
"УС15","1326222770","ООО ""Альянс Саранск""","","Прочее","","г. Саранск Ул. РЕСПУБЛИКАНСКАЯ 103","54.173622","45.170437","да","да","","0","0"
"УС15","1326233740","ГКУ РМ ""СЛУЖБА ЗАКАЗЧИКА” (112-Служба газа №1 Саранск)","LTE","ПВ ОГВ","Прочее","г. Саранск Ул. МОСКОВСКАЯ 115","54.161862","45.187505","да","нет","","?","?"
"УС15","1327011500","ГБОУ РМ ""РЕСПУБЛИКАНСКИЙ ЛИЦЕЙ ДЛЯ ОДАРЁННЫХ ДЕТЕЙ""","","ПВ ОГВ","Прочее","г. Саранск Ул. МОСКОВСКАЯ 46","54.174417","45.187711","нет","нет","","400","100000"
"УС15","1328017600","МАДОУ ""ЦЕНТР РАЗВИТИЯ РЕБЕНКА - ДЕТСКИЙ САД № 9""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. ЮРИЯ СВЯТКИНА 1","54.175166","45.221856","нет","нет","","700","175000"
"УС15","1328049305","МОУ ""ГОРЯЙНОВСКАЯ ОСНОВНАЯ ШКОЛА""","","ПВ ОМСУ","Школы","г. Саранск ГОРЯЙНОВКА Ул. ОРЛОВА 5г","54.105046","45.328163","нет","нет","","11000","2750000"
"УС15","1328160060","МОУ ""ЛУХОВСКИЙ ЛИЦЕЙ""","","ПВ ОМСУ","Школы","г. Саранск Ул. ОКТЯБРЬСКАЯ 27","54.19564","45.154357","нет","нет","","200","50000"
"УС15","1328160695","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №5” (процедурный кабинет)","","ПВ ОГВ","ЛПУ","г. Саранск ЛУХОВКА Ул. ОКТЯБРЬСКАЯ 6","54.150215","45.249183","нет","нет","","6200","1550000"
"УС15","1328160695","ГБУЗ РМ ""РЕСПУБЛИКАНСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА №5” (поликлиническое отделение №4)","","ПВ ОГВ","ЛПУ","г. Саранск РЕМЗАВОД Ул. РАБОЧАЯ 15","54.169521","45.221048","нет","нет","","3300","825000"
"УС15","7812014560","ПАО Мегафон","","Прочее","","г. Саранск Ул. РЕСПУБЛИКАНСКАЯ 103","54.173622","45.170437","да","да","","0","0"
"УС17","1326026260","ФБУ Мордовская ЛСЭ Минюста России","","Прочее","","г. Саранск Ул. РЕСПУБЛИКАНСКАЯ 94","54.172926","45.159962","да","да","да","0","0"
"УС17","1326139320","МУДО ""ДВОРЕЦ ДЕТСКОГО ТВОРЧЕСТВА""","","ПВ ОМСУ","Прочее","г. Саранск Ул. ГРУЗИНСКАЯ 25","54.175334","45.174281","нет","нет","","220","55000"
"УС17","1326141930","МУ ДО ""ДЮСШ №1""","","ПВ ОМСУ","Школы","г. Саранск Ул. ГРУЗИНСКАЯ 25","54.175334","45.174281","нет","нет","","500","125000"
"УС17","1326192363","ФКУ ""ГБ МСЭ по Республике Мордовия"" Минтруда России (адрес 2)","","Прочее","","г. Саранск Ул. ВАСЕНКО 13А","54.195387","45.167104","нет","да","да","0","0"
"УС17","1326196216","МИНСОЦТРУДЗАНЯТОСТИ РМ","","ОГВ","","г. Саранск Ул. ТИТОВА 133","54.172805","45.159280","да","да","","0","0"
"УС18","1326045760","ГБУЗ РМ ""РЕСПУБЛИКАНСКИЙ НАРКОЛОГИЧЕСКИЙ ДИСПАНСЕР” (отделение 1)","","ПВ ОГВ","ЛПУ","г. Саранск Ул. СЫЧКОВА 7","54.178228","45.156360","нет","нет","","800","200000"
"УС18","1326135196","МОУ ""ЛИЦЕЙ № 26""","","ПВ ОМСУ","Школы","г. Саранск Ул. СЕРАДЗСКАЯ 21","54.173005","45.134441","нет","нет","","100","25000"
"УС18","1326135742","МДОУ ""ДЕТСКИЙ САД №44""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. 50 ЛЕТ ОКТЯБРЯ 5а","54.172309","45.14973","нет","нет","","300","75000"
"УС18","1326135767","МОУ ""СРЕДНЯЯ ШКОЛА № 24""","","ПВ ОМСУ","Школы","г. Саранск Ул. СЕРАДЗСКАЯ 26 А","54.171803","45.138519","нет","нет","","230","57500"
"УС18","1326136023","МОУ ""ГИМНАЗИЯ №23""","","ПВ ОМСУ","Школы","г. Саранск Ул. КОМАРОВА 7","54.168383","45.148212","нет","нет","","340","85000"
"УС18","1326136707","МДОУ ""ДЕТСКИЙ САД №55""","","ПВ ОМСУ","Дет. сады","г. Саранск Ул. КОМАРОВА 3а","54.169684","45.148563","нет","нет","","190","47500"
"УС18","1326137348","ГБУЗ РМ ""МОРДОВСКИЙ РЕСПУБЛИКАНСКИЙ  ЦЕНТР ПРОФИЛАКТИКИ И БОРЬБЫ СО СПИД""","","ПВ ОГВ","ЛПУ","г. Саранск Ул. ЩОРСА 35","54.175392","45.146191","нет","нет","","480","120000"
"УС18","1326138920","МДОУ ""ДЕТСКИЙ САД №71""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. 50 ЛЕТ ОКТЯБРЯ 44а","54.174438","45.134136","нет","нет","","270","67500"
"УС18","1326139602","МДОУ ""ДЕТСКИЙ САД №64""","","ПВ ОМСУ","Дет. сады","г. Саранск Пр. 50 ЛЕТ ОКТЯБРЯ 16","54.170807","45.145751","нет","нет","","405","101250"
